name,recclass,mass (g),year,reclat,reclong
Elephant Moraine 83251,Eucrite-pmict,261.4,1983,-76.28611,157.23972
Elephant Moraine 83252,L6,183.7,1983,-76.31889,157.265
Elephant Moraine 83253,L6,44.1,1983,-76.28722,157.19333
Elephant Moraine 83255,L6,38.8,1983,-76.28611,157.17917
Elephant Moraine 83257,L6,13.6,1983,-76.29472,157.23055
Elephant Moraine 83258,L6,46.7,1983,-76.29083,157.3125
Elephant Moraine 83260,L3.3-3.7,15.4,1983,-76.32861,157.22306
Elephant Moraine 83261,L6,54.5,1983,-76.28833,157.19195
Elephant Moraine 83262,H5,23.9,1983,-76.30528,157.30889
Elephant Moraine 83263,H6,10.2,1983,-76.33722,157.11417
Elephant Moraine 83264,L6,17.5,1983,-76.28778,157.24722
Elephant Moraine 83265,L6,54.9,1983,-76.2875,157.26917
Elephant Moraine 83266,L6,55.9,1983,-76.30333,157.17695
Elephant Moraine 83267,H3.6,27.7,1983,-76.30833,157.31083
Elephant Moraine 83268,L6,19.5,1983,-76.31806,157.19611
Elephant Moraine 83271,L6,67.3,1983,-76.30361,157.19667
Elephant Moraine 83272,L6,34.5,1983,-76.29528,157.23806
Elephant Moraine 83273,LL6,146.6,1983,-76.30694,157.19083
Elephant Moraine 83274,L3.6,82.7,1983,-76.28722,157.23278
Elephant Moraine 83275,H6,85.8,1983,-76.28333,157.22028
Elephant Moraine 83276,L6,48.9,1983,-76.28889,157.24028
Elephant Moraine 83277,L5,52.7,1983,-76.31972,157.25806
Elephant Moraine 83278,H5,71.9,1983,-76.2825,157.24055
Elephant Moraine 83279,L6,35.6,1983,-76.27889,157.225
Elephant Moraine 83280,L6,29.1,1983,-76.32806,157.20167
Elephant Moraine 83281,H6,51,1983,-76.28667,157.24417
Elephant Moraine 83282,H5,78.9,1983,-76.30139,157.27861
Elephant Moraine 83283,Eucrite-pmict,57.3,1983,-76.28667,157.24806
Elephant Moraine 83284,L6,53.3,1983,-76.29722,157.23611
Elephant Moraine 83286,L6,33.6,1983,-76.30194,157.26778
Elephant Moraine 83287,H5,46,1983,-76.32889,157.22972
Elephant Moraine 83288,H6,37.7,1983,-76.29833,157.21667
Elephant Moraine 83293,H5,18.6,1983,-76.29611,157.23917
Elephant Moraine 83294,L6,82.4,1983,-76.28778,157.19361
Elephant Moraine 83295,H6,27.9,1983,-76.29,157.30583
Elephant Moraine 83296,L6,62.9,1983,-76.30472,157.19222
Elephant Moraine 83297,L6,17.5,1983,-76.30778,157.16611
Elephant Moraine 83300,H5,115.1,1983,-76.28056,157.24028
Elephant Moraine 83301,L6,87,1983,-76.29,157.2775
Elephant Moraine 83302,L6,130.4,1983,-76.28833,157.22834
Elephant Moraine 83303,H5,11.8,1983,-76.29722,157.30528
Elephant Moraine 83304,L6,37.3,1983,-76.29445,157.21861
Elephant Moraine 83305,H5,167,1983,-76.28722,157.22528
Elephant Moraine 83306,L6,41.8,1983,-76.30583,157.30972
Elephant Moraine 83308,L5,136.9,1983,-76.30361,157.27445
Elephant Moraine 83309,Ureilite-pmict,60.8,1983,-76.31444,157.21972
Elephant Moraine 83310,H6,64.2,1983,-76.28806,157.23611
Elephant Moraine 83311,CK5,15.3,1983,-76.27472,157.19694
Elephant Moraine 83312,L6,93,1983,-76.29861,157.27861
Elephant Moraine 83314,L6,23.7,1983,-76.31028,157.1975
Elephant Moraine 83315,L6,113.5,1983,-76.32972,157.255
Elephant Moraine 83316,L6,51.1,1983,-76.32778,157.23056
Elephant Moraine 83317,L6,119,1983,-76.2975,157.23
Elephant Moraine 83318,L4,54.9,1983,-76.32722,157.17889
Elephant Moraine 83320,H6,56.3,1983,-76.29639,157.23778
Elephant Moraine 83321,H6,11,1983,-76.32861,157.20028
Elephant Moraine 83322,EH3,14.3,1983,-76.29333,157.23806
Elephant Moraine 83323,L6,140.5,1983,-76.3,157.18361
Elephant Moraine 83324,H5,142.8,1983,-76.285,157.28889
Elephant Moraine 83325,L6,93.4,1983,-76.32472,157.1875
Elephant Moraine 83326,H5,112.6,1983,-76.28278,157.21167
Elephant Moraine 83328,L6,88.1,1983,-76.29667,157.27917
Elephant Moraine 83329,L4,67.7,1983,-76.31778,157.2575
Elephant Moraine 83330,L6,49.2,1983,-76.28444,157.27195
Elephant Moraine 83333,"Iron, IAB-sLL",188.6,1983,-76.30194,157.28389
Elephant Moraine 83335,L6,226.9,1983,-76.32333,157.18278
Elephant Moraine 83336,L6,130,1983,-76.32889,157.19722
Elephant Moraine 83338,H5,26.6,1983,-76.32833,157.21528
Elephant Moraine 83339,L6,72.7,1983,-76.32806,157.21195
Elephant Moraine 83340,L5,15.2,1983,-76.27361,157.20694
Elephant Moraine 83341,LL6,65,1983,-76.29667,157.32361
Elephant Moraine 83342,L6,148.6,1983,-76.18333,157.16667
Elephant Moraine 83343,L6,125.1,1983,-76.29972,157.20333
Elephant Moraine 83344,L6,87.1,1983,-76.32861,157.23194
Elephant Moraine 83345,L6,11.8,1983,-76.32778,157.23028
Elephant Moraine 83346,H5,21.5,1983,-76.29,157.32333
Elephant Moraine 83347,H5,37.2,1983,-76.28083,157.23055
Elephant Moraine 83348,L6,299.2,1983,-76.2875,157.20389
Elephant Moraine 83349,H5,27.5,1983,-76.29806,157.275
Elephant Moraine 83350,L6,88.7,1983,-76.29805,157.17778
Elephant Moraine 90191,L6,11,1990,-76.27628,156.49863
Elephant Moraine 83351,H5,80.8,1983,-76.30972,157.31333
Elephant Moraine 83352,LL6,20.4,1983,-76.29583,157.23917
Elephant Moraine 83353,L6,53.8,1983,-76.30667,157.18195
Elephant Moraine 83355,C2-ung,66.2,1983,-76.28583,157.27861
Elephant Moraine 83356,L6,18.2,1983,-76.29639,157.23472
Elephant Moraine 83357,LL6,35.4,1983,-76.27305,157.2
Elephant Moraine 83358,L6,25.7,1983,-76.30028,157.27083
Elephant Moraine 83359,LL6,66.2,1983,-76.32806,157.19944
Elephant Moraine 83360,H6,40.1,1983,-76.31778,157.26055
Elephant Moraine 83362,H6,10.1,1983,-76.32722,157.19472
Elephant Moraine 83363,L6,184.7,1983,-76.32833,157.23028
Elephant Moraine 83364,L6,204.9,1983,-76.30417,157.17306
Elephant Moraine 83365,L6,157.6,1983,-76.31444,157.26611
Elephant Moraine 83366,L6,188.5,1983,-76.32306,157.18333
Elephant Moraine 83367,H6,107.4,1983,-76.28778,157.2075
Elephant Moraine 83368,L6,50.9,1983,-76.26667,157.15778
Elephant Moraine 83369,H5,38.9,1983,-76.30389,157.27306
Elephant Moraine 83370,L6,24.1,1983,-76.27889,157.21695
Elephant Moraine 83371,L6,169.9,1983,-76.28306,157.19639
Elephant Moraine 83372,H5,168.9,1983,-76.27472,157.18472
Elephant Moraine 83373,H6,158.9,1983,-76.31722,157.26
Elephant Moraine 83374,H6,95.8,1983,-76.29944,157.2925
Elephant Moraine 83375,L6,266.6,1983,-76.29028,157.18806
Elephant Moraine 83376,Howardite,79.3,1983,-76.28806,157.24944
Elephant Moraine 83377,H5,151.7,1983,-76.2875,157.21167
Elephant Moraine 83378,L6,212.3,1983,-76.32861,157.23
Elephant Moraine 83379,L6,177.4,1983,-76.27361,157.19389
Elephant Moraine 83380,LL6,118.5,1983,-76.29278,157.18028
Elephant Moraine 83382,H6,11.6,1983,-76.2975,157.24083
Elephant Moraine 83383,L6,116.8,1983,-76.32861,157.20444
Elephant Moraine 83384,L6,21.7,1983,-76.26861,157.18528
Elephant Moraine 83386,L5,37.8,1983,-76.29139,157.15333
Elephant Moraine 83387,L6,80.9,1983,-76.32528,157.18639
Elephant Moraine 83388,H5,34.7,1983,-76.32417,157.18722
Elephant Moraine 83389,CM2,19.2,1983,-76.29944,157.24055
Elephant Moraine 83390,"Iron, IIE-an",15.2,1983,-76.32917,157.19583
Elephant Moraine 83391,LL6,90.7,1983,-76.29667,157.26805
Elephant Moraine 83392,L6,163.8,1983,-76.32444,157.17917
Elephant Moraine 83393,H6,30,1983,-76.29444,157.23194
Elephant Moraine 83394,H6,54.3,1983,-76.32861,157.22417
Elephant Moraine 83395,L3.2-3.6,65.3,1983,-76.29639,157.22861
Elephant Moraine 83396,L6,198.3,1983,-76.305,157.19611
Elephant Moraine 83397,H6,32.1,1983,-76.28667,157.24722
Elephant Moraine 83398,L5,67.2,1983,-76.18333,157.16667
Elephant Moraine 83399,L3.3-3.6,203.3,1983,-76.31806,157.26056
Elephant Moraine 83400,H5,112.9,1983,-76.32917,157.20167
Elephant Moraine 83401,LL6,111.7,1983,-76.30694,157.18389
Elephant Moraine 83402,H5,50.3,1983,-76.32778,157.23222
Elephant Moraine 83403,H5,11.7,1983,-76.30195,157.27277
Elephant Moraine 84300,"Iron, IAB-ung",72.2,1984,-76.32,157.2575
Elephant Moraine 84301,L6,75.1,1984,-76.2875,157.22111
Elephant Moraine 84302,Acapulcoite/Lodranite,59.6,1984,-76.27639,157.17611
Elephant Moraine 84303,H5,57.5,1984,-76.30917,157.19083
Elephant Moraine 84304,L6,152.2,1984,-76.31444,157.18528
Elephant Moraine 86800,L6,116,1986,-76.32838,157.22983
Elephant Moraine 86801,L6,82.9,1986,-76.32863,157.22714
Elephant Moraine 86802,H4,29.6,1986,-76.32862,157.22718
Elephant Moraine 87500,Mesosiderite-B,8132,1987,-76.05029,156.07013
Elephant Moraine 87501,Mesosiderite,4403,1987,-76.04325,156.08694
Elephant Moraine 87502,L6,1810.1,1987,-76.28503,156.49716
Elephant Moraine 87503,Howardite,1734.5,1987,-76.27468,156.491
Elephant Moraine 87504,"Iron, IAB-ung",10.7,1987,-76.18333,157.16667
Elephant Moraine 87505,"Iron, IAB-ung",14.5,1987,-76.18333,157.16667
Elephant Moraine 87506,"Iron, IAB-ung",15.2,1987,-76.18333,157.16667
Elephant Moraine 87507,CK5,36.2,1987,-76.27981,156.45678
Elephant Moraine 87508,CK5,13.4,1987,-76.28142,156.45306
Elephant Moraine 87509,Eucrite-pmict,583.9,1987,-76.28513,157.23912
Elephant Moraine 87510,Eucrite-pmict,250.3,1987,-76.28514,157.2449
Elephant Moraine 87511,Ureilite,65.1,1987,-76.18333,157.16667
Elephant Moraine 87512,Howardite,181.6,1987,-76.18333,157.16667
Elephant Moraine 87513,Howardite,394.5,1987,-76.2727,156.46332
Elephant Moraine 87514,CK5,33.6,1987,-76.26669,156.48615
Elephant Moraine 87515,L6,588.1,1987,-76.05805,156.3874
Elephant Moraine 87516,"Iron, ungrouped",36,1987,-76.18333,157.16667
Elephant Moraine 87517,Ureilite,272.6,1987,-76.18333,157.16667
Elephant Moraine 87518,Eucrite-pmict,349.6,1987,-76.28562,157.24155
Elephant Moraine 87519,CK5,23.2,1987,-76.28341,156.43938
Elephant Moraine 87520,Eucrite-Mg rich,52.3,1987,-76.18333,157.16667
Elephant Moraine 87521,Lunar (basalt),30.7,1987,-76.18333,157.16667
Elephant Moraine 87522,CM2,68.6,1987,-76.26807,156.51352
Elephant Moraine 87523,Ureilite,27.5,1987,-76.18333,157.16667
Elephant Moraine 87525,CK5,10.3,1987,-76.2829,156.45602
Elephant Moraine 87526,CK5,88.2,1987,-76.29109,156.45119
Elephant Moraine 87528,Howardite,40.5,1987,-76.27318,156.47307
Elephant Moraine 87529,CK5,35.7,1987,-76.28527,156.4552
Elephant Moraine 87531,Eucrite-pmict,527.2,1987,-76.2826,157.23989
Elephant Moraine 87532,Eucrite-pmict,193.5,1987,-76.2854,157.24495
Elephant Moraine 87533,L6,7364.8,1987,-76.18333,157.16667
Elephant Moraine 87534,L5,1155.3,1987,-76.18333,157.16667
Elephant Moraine 87535,L6,1230.8,1987,-76.27512,156.36181
Elephant Moraine 87536,L6,7526.4,1987,-76.18333,157.16667
Elephant Moraine 87537,H5,3702,1987,-76.27247,157.15495
Elephant Moraine 87538,L6,11894,1987,-76.18333,157.16667
Elephant Moraine 87539,H5,2928.5,1987,-76.04491,156.06704
Elephant Moraine 87540,L6,1172.4,1987,-76.28432,157.2153
Elephant Moraine 87541,L6,1161.4,1987,-75.98619,155.69836
Elephant Moraine 87542,Eucrite-br,608.6,1987,-76.18333,157.16667
Elephant Moraine 87543,H6,1761.9,1987,-76.18333,157.16667
Elephant Moraine 87544,LL4,1499.4,1987,-76.18333,157.16667
Elephant Moraine 87545,H5,486.3,1987,-76.18333,157.16667
Elephant Moraine 87546,H6,2018.2,1987,-76.18333,157.16667
Elephant Moraine 87547,H6,1223.2,1987,-76.04544,156.09938
Elephant Moraine 87548,Eucrite-Mg rich,560.2,1987,-76.27148,157.20281
Elephant Moraine 87549,L6,538.6,1987,-76.18333,157.16667
Elephant Moraine 87550,H5,1639.8,1987,-76.18333,157.16667
Elephant Moraine 87551,H5,476,1987,-76.05056,156.44307
Elephant Moraine 87552,H6,535.1,1987,-76.04887,156.35829
Elephant Moraine 87553,H4,682.2,1987,-76.18333,157.16667
Elephant Moraine 87554,L6,1293.5,1987,-76.2723,156.51413
Elephant Moraine 87555,L6,474.1,1987,-76.18333,157.16667
Elephant Moraine 87556,L6,362.6,1987,-76.26621,156.48428
Elephant Moraine 87557,L4,745.3,1987,-76.18333,157.16667
Elephant Moraine 87558,L5,306.4,1987,-76.27776,157.14855
Elephant Moraine 87559,L6,584.2,1987,-76.26578,156.48253
Elephant Moraine 87560,H5,389.9,1987,-76.18333,157.16667
Elephant Moraine 87561,L6,304.6,1987,-76.28273,157.18088
Elephant Moraine 87562,H6,308.3,1987,-76.18333,157.16667
Elephant Moraine 87563,H6,300.4,1987,-76.18333,157.16667
Elephant Moraine 87564,L4,471,1987,-76.18333,157.16667
Elephant Moraine 87565,H6,343.7,1987,-76.26614,157.05846
Elephant Moraine 87566,L6,388.1,1987,-76.18333,157.16667
Elephant Moraine 87567,L6,298.5,1987,-76.18333,157.16667
Elephant Moraine 87568,L6,305.7,1987,-76.27428,156.51289
Elephant Moraine 87569,L6,211.3,1987,-76.27543,156.50174
Elephant Moraine 87570,L5,307.7,1987,-76.18333,157.16667
Elephant Moraine 87571,H5,162,1987,-76.18333,157.16667
Elephant Moraine 87572,L6,355,1987,-76.18333,157.16667
Elephant Moraine 87573,L4,272.3,1987,-76.26879,156.52139
Elephant Moraine 87574,L6,238.5,1987,-76.18333,157.16667
Elephant Moraine 87575,H6,396,1987,-76.04045,156.11675
Elephant Moraine 87576,H5,327.5,1987,-76.28528,157.17764
Elephant Moraine 87577,H5,147.9,1987,-76.26584,156.49606
Elephant Moraine 87578,L6,350,1987,-76.18333,157.16667
Elephant Moraine 87579,H5,326.4,1987,-76.18333,157.16667
Elephant Moraine 87580,L6,286.5,1987,-76.26862,156.52022
Elephant Moraine 87581,H5,216.9,1987,-76.18333,157.16667
Elephant Moraine 87582,L4,236.4,1987,-76.18333,157.16667
Elephant Moraine 87583,L6,201.3,1987,-76.05861,156.38781
Elephant Moraine 87584,L6,263.1,1987,-76.18333,157.16667
Elephant Moraine 87585,L5,52.7,1987,-76.03853,156.1062
Elephant Moraine 87586,L6,215.5,1987,-76.2676,156.46343
Elephant Moraine 87587,L6,102.6,1987,-76.27598,156.50251
Elephant Moraine 87588,L6,28.5,1987,-76.2738,156.51366
Elephant Moraine 87589,L6,98.4,1987,-76.2723,156.47558
Elephant Moraine 87590,L6,69,1987,-76.27234,156.48545
Elephant Moraine 87591,H6,19.6,1987,-76.18333,157.16667
Elephant Moraine 87592,H6,89.7,1987,-76.18333,157.16667
Elephant Moraine 87593,L6,40.2,1987,-76.28274,157.1915
Elephant Moraine 87594,L6,79.1,1987,-76.28328,156.48318
Elephant Moraine 87595,L5,19.4,1987,-76.18333,157.16667
Elephant Moraine 87596,L6,90,1987,-76.27292,156.50649
Elephant Moraine 87598,L6,22.3,1987,-76.28156,157.17756
Elephant Moraine 87599,L6,15.9,1987,-76.27028,156.459
Elephant Moraine 87600,L6,11.7,1987,-76.26859,156.50778
Elephant Moraine 87601,L6,50.1,1987,-76.26757,156.47883
Elephant Moraine 87602,H6,76.7,1987,-76.18333,157.16667
Elephant Moraine 87603,L6,169.8,1987,-76.27052,156.46121
Elephant Moraine 87604,L5,63.6,1987,-76.28321,157.17235
Elephant Moraine 87605,L6,45.1,1987,-76.27001,156.47318
Elephant Moraine 87607,L6,109,1987,-76.26811,156.47653
Elephant Moraine 87608,H6,39.4,1987,-76.27068,156.46558
Elephant Moraine 87609,H5,19.6,1987,-76.27009,156.46006
Elephant Moraine 87610,L6,23.4,1987,-76.27101,156.51318
Elephant Moraine 87611,L6,21.2,1987,-76.27304,156.5146
Elephant Moraine 87612,L6,23.6,1987,-76.27047,156.45847
Elephant Moraine 87613,L6,77,1987,-76.28185,156.48682
Elephant Moraine 87614,L6,16.4,1987,-76.27973,156.45401
Elephant Moraine 87615,L6,144.5,1987,-76.18333,157.16667
Elephant Moraine 87616,L6,91.3,1987,-76.28085,156.49234
Elephant Moraine 87618,H5,62,1987,-76.18333,157.16667
Elephant Moraine 87621,L6,13.5,1987,-76.27009,156.46006
Elephant Moraine 87622,L6,106.8,1987,-76.27279,156.50674
Elephant Moraine 87623,L6,81.3,1987,-76.2795,156.45529
Elephant Moraine 87624,L6,17.2,1987,-76.26971,156.47439
Elephant Moraine 87625,L6,22.5,1987,-76.03337,156.03157
Elephant Moraine 87626,L6,71.9,1987,-76.27909,156.49604
Elephant Moraine 87627,L6,93.2,1987,-76.2826,157.18509
Elephant Moraine 87628,L6,11.7,1987,-76.27715,156.46113
Elephant Moraine 87630,L6,16.8,1987,-76.28031,156.49212
Elephant Moraine 87631,L6,42.8,1987,-76.28168,156.48886
Elephant Moraine 87633,L6,27.9,1987,-76.27873,156.45591
Elephant Moraine 87634,L6,14.1,1987,-76.27133,156.4737
Elephant Moraine 87635,L6,162.3,1987,-76.28142,156.49151
Elephant Moraine 87636,H5,17.4,1987,-76.26954,156.46365
Elephant Moraine 87637,L6,17.2,1987,-76.28226,156.44583
Elephant Moraine 87639,L6,53.4,1987,-76.27976,156.44902
Elephant Moraine 87640,L6,13.8,1987,-76.28069,156.44904
Elephant Moraine 87641,L6,18.5,1987,-76.28339,156.44065
Elephant Moraine 87642,L6,25.8,1987,-76.28198,156.44309
Elephant Moraine 87643,H5,31,1987,-76.18333,157.16667
Elephant Moraine 87644,L6,127.3,1987,-76.26933,156.47035
Elephant Moraine 87646,L6,57.2,1987,-76.2798,156.44699
Elephant Moraine 87647,L6,51.1,1987,-76.27895,156.44595
Elephant Moraine 87649,L6,27,1987,-76.26942,156.46357
Elephant Moraine 87650,L6,23.2,1987,-76.27989,156.4458
Elephant Moraine 87651,L6,45.7,1987,-76.28343,156.44407
Elephant Moraine 87652,L6,72.1,1987,-76.28203,156.44323
Elephant Moraine 87653,L6,24.5,1987,-76.28324,156.44473
Elephant Moraine 87655,L6,93,1987,-76.18333,157.16667
Elephant Moraine 87656,L6,35.3,1987,-76.28293,156.44685
Elephant Moraine 87657,L6,64.8,1987,-76.27619,156.45741
Elephant Moraine 87660,L6,144.9,1987,-76.27588,156.45743
Elephant Moraine 87661,L6,118.6,1987,-76.18333,157.16667
Elephant Moraine 87663,H4,57.8,1987,-76.18333,157.16667
Elephant Moraine 87664,H6,48.2,1987,-76.28108,157.23612
Elephant Moraine 87668,L6,70.3,1987,-76.27743,156.45176
Elephant Moraine 87669,L6,25.9,1987,-76.28208,156.4477
Elephant Moraine 87670,L6,17.8,1987,-76.28324,156.44495
Elephant Moraine 87671,L6,78,1987,-76.18333,157.16667
Elephant Moraine 87672,H6,126.3,1987,-76.26667,156.48604
Elephant Moraine 90329,L6,22.5,1990,-76.2811,156.43614
Elephant Moraine 87676,L6,67.5,1987,-76.26934,156.46292
Elephant Moraine 87677,H5,54,1987,-76.18333,157.16667
Elephant Moraine 87678,L6,55.8,1987,-76.28092,156.44096
Elephant Moraine 87680,L6,48.1,1987,-76.28308,156.44172
Elephant Moraine 87681,H5,32,1987,-76.18333,157.16667
Elephant Moraine 87683,H5,10.9,1987,-76.18333,157.16667
Elephant Moraine 87684,L6,27.9,1987,-76.28277,156.43681
Elephant Moraine 87685,L5,44.3,1987,-76.18333,157.16667
Elephant Moraine 87686,L6,23.4,1987,-76.28199,156.43867
Elephant Moraine 87687,H5,10.5,1987,-76.18333,157.16667
Elephant Moraine 87688,L6,59.1,1987,-76.28283,156.43624
Elephant Moraine 87689,H5,58.6,1987,-76.18333,157.16667
Elephant Moraine 87690,L6,54,1987,-76.28275,156.43988
Elephant Moraine 87691,L6,39.2,1987,-76.28074,156.44104
Elephant Moraine 87693,H6,11.3,1987,-76.2683,156.46539
Elephant Moraine 87694,L6,23.4,1987,-76.28204,156.44139
Elephant Moraine 87695,H5,118.5,1987,-76.18333,157.16667
Elephant Moraine 87696,L6,10.7,1987,-76.28263,156.43618
Elephant Moraine 87697,L6,79,1987,-76.18333,157.16667
Elephant Moraine 87699,H5,46.3,1987,-76.18333,157.16667
Elephant Moraine 87700,L6,43.6,1987,-76.2739,156.49131
Elephant Moraine 87701,L6,65.3,1987,-76.05835,156.38737
Elephant Moraine 87702,L6,43.7,1987,-76.28297,156.45865
Elephant Moraine 87704,L6,26.8,1987,-76.28072,156.45297
Elephant Moraine 87706,L6,16.8,1987,-76.27396,156.51076
Elephant Moraine 87707,L6,69.2,1987,-76.18333,157.16667
Elephant Moraine 87708,L6,32.2,1987,-76.27189,156.47962
Elephant Moraine 87709,L5,110,1987,-76.18333,157.16667
Elephant Moraine 87710,L6,14.4,1987,-76.28188,156.45674
Elephant Moraine 87712,H5,35.4,1987,-76.18333,157.16667
Elephant Moraine 87715,L6,21.4,1987,-76.28317,156.44779
Elephant Moraine 87716,L6,56,1987,-76.18333,157.16667
Elephant Moraine 87717,Ureilite,27.2,1987,-76.18333,157.16667
Elephant Moraine 87719,H6,65.7,1987,-76.26647,156.49436
Elephant Moraine 87720,Ureilite-pmict,91.3,1987,-76.18333,157.16667
Elephant Moraine 87721,L6,13.9,1987,-76.28241,156.45992
Elephant Moraine 87722,L6,21.8,1987,-76.18333,157.16667
Elephant Moraine 87723,L6,27.9,1987,-76.28478,156.45486
Elephant Moraine 87724,L6,115,1987,-76.26881,156.48278
Elephant Moraine 87725,L6,12.5,1987,-76.27152,156.48277
Elephant Moraine 87726,H3.9,82.5,1987,-76.18333,157.16667
Elephant Moraine 87727,L6,28.5,1987,-76.28222,156.4532
Elephant Moraine 87730,L6,70.4,1987,-76.18333,157.16667
Elephant Moraine 87733,L6,26.9,1987,-76.27947,156.45633
Elephant Moraine 87737,L6,24.9,1987,-76.28357,156.45025
Elephant Moraine 87740,H5,39,1987,-76.26494,157.10053
Elephant Moraine 87741,L6,39,1987,-76.28038,156.45236
Elephant Moraine 87742,L6,19.6,1987,-76.28361,157.19524
Elephant Moraine 87743,H5,53.6,1987,-76.28424,156.4513
Elephant Moraine 87744,L6,129.8,1987,-76.18333,157.16667
Elephant Moraine 87745,H5,123,1987,-76.18333,157.16667
Elephant Moraine 87746,EH4,142.3,1987,-76.18333,157.16667
Elephant Moraine 87747,CR2,38.2,1987,-76.04718,156.0767
Elephant Moraine 87750,L6,23.1,1987,-76.2838,156.45564
Elephant Moraine 87754,H5,34.4,1987,-76.27442,156.4925
Elephant Moraine 87755,H5,88.4,1987,-76.0453,156.47553
Elephant Moraine 87756,L6,170.5,1987,-76.27559,156.50264
Elephant Moraine 87757,H6,54.8,1987,-76.18333,157.16667
Elephant Moraine 87758,L6,38.1,1987,-76.18333,157.16667
Elephant Moraine 87759,L6,110.8,1987,-76.18333,157.16667
Elephant Moraine 87760,L6,19.4,1987,-76.28235,156.45356
Elephant Moraine 87761,L6,12.5,1987,-76.28224,156.45986
Elephant Moraine 87762,L6,27.4,1987,-76.18333,157.16667
Elephant Moraine 87763,L6,26.5,1987,-76.28191,156.45898
Elephant Moraine 87764,L6,38.7,1987,-76.28303,156.45356
Elephant Moraine 87765,L6,41.4,1987,-76.28265,157.1742
Elephant Moraine 87766,L6,18.9,1987,-76.28263,156.45495
Elephant Moraine 87767,H5,27.9,1987,-76.18333,157.16667
Elephant Moraine 87768,L6,58.6,1987,-76.30784,157.31326
Elephant Moraine 87769,L6,13.9,1987,-76.28527,156.45218
Elephant Moraine 87770,CR2,38.6,1987,-76.03699,156.02733
Elephant Moraine 87771,LL5,56.6,1987,-76.28364,157.18655
Elephant Moraine 87772,H5,23.9,1987,-76.05224,156.43364
Elephant Moraine 87773,L6,18.4,1987,-76.18333,157.16667
Elephant Moraine 87774,L5,65.6,1987,-76.26623,157.16238
Elephant Moraine 87775,L6,16.8,1987,-76.28262,156.45666
Elephant Moraine 87776,L6,29.9,1987,-76.26682,156.46571
Elephant Moraine 87778,H3.9,161.7,1987,-76.18333,157.16667
Elephant Moraine 87779,L6,21.6,1987,-76.28292,156.45629
Elephant Moraine 87780,L6,18.4,1987,-76.28145,156.461
Elephant Moraine 87781,H5,10.8,1987,-76.04142,156.09541
Elephant Moraine 87784,L6,15.1,1987,-76.28154,156.45668
Elephant Moraine 87785,H6,14.1,1987,-76.18333,157.16667
Elephant Moraine 87787,H5,20.8,1987,-76.18333,157.16667
Elephant Moraine 87788,L6,83.8,1987,-76.27282,156.51485
Elephant Moraine 87789,L6,45.9,1987,-76.28263,156.45522
Elephant Moraine 87790,H5,175.4,1987,-76.18333,157.16667
Elephant Moraine 87792,H6,36.4,1987,-76.26137,157.15094
Elephant Moraine 87794,L6,77,1987,-76.26207,157.06876
